"","ENSEMBL","SYMBOL","Length"
"8909","ENSG00000147082","CCNB3",5408
"8910","ENSG00000147099","HDAC8",5379
"8913","ENSG00000147117","ZNF157",2318
"8914","ENSG00000147118","ZNF182",3587
"8915","ENSG00000147119","CHST7",2289
"8916","ENSG00000147121","KRBOX4",4120
"8917","ENSG00000147123","NDUFB11",1418
"8918","ENSG00000147124","ZNF41",4784
"8919","ENSG00000147127","RAB41",1344
"8920","ENSG00000147130","ZMYM3",6916
"8921","ENSG00000147133","TAF1",10860
"8922","ENSG00000147138","GPR174",1258
"8923","ENSG00000147140","NONO",5292
"8924","ENSG00000147144","CCDC120",5318
"8926","ENSG00000147155","EBP",2409
"8928","ENSG00000147162","OGT",9812
"8929","ENSG00000147164","SNX12",2595
"8930","ENSG00000147166","ITGB1BP2",2201
"8931","ENSG00000147168","IL2RG",2760
"8932","ENSG00000147174","GCNA",3621
"8933","ENSG00000147180","ZNF711",5004
"8935","ENSG00000147202","DIAPH2",9550
"8936","ENSG00000147206","NXF3",3526
"8938","ENSG00000147224","PRPS1",2280
"8939","ENSG00000147231","RADX",4853
"8940","ENSG00000147234","FRMPD3",9158
"8942","ENSG00000147251","DOCK11",6721
"8945","ENSG00000147257","GPC3",2711
"8947","ENSG00000147274","RBMX",5882
"8948","ENSG00000147316","MCPH1",9775
"8949","ENSG00000147324","MFHAS1",6883
"8950","ENSG00000147364","FBXO25",11438
"8953","ENSG00000147383","NSDHL",1996
"8954","ENSG00000147394","ZNF185",4812
"8955","ENSG00000147400","CETN2",1928
"8956","ENSG00000147403","RPL10",4825
"8957","ENSG00000147408","CSGALNACT1",6580
"8958","ENSG00000147416","ATP6V1B2",7816
"8959","ENSG00000147419","CCDC25",4415
"8960","ENSG00000147421","HMBOX1",6634
"8963","ENSG00000147437","GNRH1",1762
"8964","ENSG00000147439","BIN3",5072
"8965","ENSG00000147443","DOK2",2211
"8966","ENSG00000147454","SLC25A37",8147
"8967","ENSG00000147457","CHMP7",4698
"8968","ENSG00000147459","DOCK5",15960
"8969","ENSG00000147465","STAR",3767
"8970","ENSG00000147471","PLPBP",3428
"8971","ENSG00000147475","ERLIN2",9464
"8973","ENSG00000147485","PXDNL",5238
"8974","ENSG00000147488","ST18",14396
"8975","ENSG00000147509","RGS20",3192
"8976","ENSG00000147526","TACC1",12609
"8977","ENSG00000147533","GOLGA7",2474
"8978","ENSG00000147535","PLPP5",4102
"8979","ENSG00000147536","GINS4",5475
"8980","ENSG00000147548","NSD3",15252
"8981","ENSG00000147570","DNAJC5B",2937
"8984","ENSG00000147576","ADHFE1",3750
"8985","ENSG00000147586","MRPS28",1817
"8987","ENSG00000147592","LACTB2",1931
"8989","ENSG00000147601","TERF1",8831
"8990","ENSG00000147604","RPL7",2907
"8991","ENSG00000147606","SLC26A7",6273
"8994","ENSG00000147642","SYBU",7024
"8995","ENSG00000147647","DPYS",3818
"8996","ENSG00000147649","MTDH",6391
"8997","ENSG00000147650","LRP12",9777
"8998","ENSG00000147654","EBAG9",3681
"9000","ENSG00000147669","POLR2K",1711
"9002","ENSG00000147677","EIF3H",6434
"9003","ENSG00000147679","UTP23",5252
"9004","ENSG00000147684","NDUFB9",2629
"9005","ENSG00000147687","TATDN1",4778
"9006","ENSG00000147689","FAM83A",6317
"9011","ENSG00000147789","ZNF7",10296
"9012","ENSG00000147799","ARHGAP39",4888
"9013","ENSG00000147804","SLC39A4",5033
"9014","ENSG00000147813","NAPRT",3079
"9015","ENSG00000147852","VLDLR",9339
"9016","ENSG00000147853","AK3",4483
"9017","ENSG00000147854","UHRF2",9919
"9018","ENSG00000147862","NFIB",11059
"9020","ENSG00000147872","PLIN2",5086
"9022","ENSG00000147874","HAUS6",7932
"9023","ENSG00000147883","CDKN2B",4058
"9025","ENSG00000147889","CDKN2A",4329
"9026","ENSG00000147894","C9orf72",6062
"9028","ENSG00000147905","ZCCHC7",3992
"9029","ENSG00000147912","FBXO10",5997
"9030","ENSG00000147955","SIGMAR1",2196
"9031","ENSG00000147996","CBWD5",12708
"9032","ENSG00000148019","CEP78",14355
"9033","ENSG00000148053","NTRK2",20363
"9034","ENSG00000148057","IDNK",1814
"9035","ENSG00000148082","SHC3",9929
"9036","ENSG00000148090","AUH",2258
"9037","ENSG00000148110","MFSD14B",3428
"9038","ENSG00000148120","AOPEP",10742
"9041","ENSG00000148143","ZNF462",12259
"9042","ENSG00000148153","INIP",4423
"9043","ENSG00000148154","UGCG",4615
"9045","ENSG00000148158","SNX30",11578
"9046","ENSG00000148175","STOM",3198
"9047","ENSG00000148180","GSN",11151
"9048","ENSG00000148187","MRRF",11041
"9049","ENSG00000148200","NR6A1",7124
"9050","ENSG00000148204","CRB2",6349
"9052","ENSG00000148218","ALAD",4983
"9053","ENSG00000148219","ASTN2",8290
"9054","ENSG00000148225","WDR31",4933
"9055","ENSG00000148229","POLE3",2604
"9056","ENSG00000148248","SURF4",3446
"9057","ENSG00000148288","GBGT1",3713
"9058","ENSG00000148290","SURF1",1761
"9059","ENSG00000148291","SURF2",1008
"9060","ENSG00000148296","SURF6",4626
"9061","ENSG00000148297","MED22",7224
"9062","ENSG00000148300","REXO4",2654
"9063","ENSG00000148303","RPL7A",2242
"9064","ENSG00000148308","GTF3C5",3592
"9065","ENSG00000148331","ASB6",4622
"9066","ENSG00000148334","PTGES2",3039
"9067","ENSG00000148335","NTMT1",3029
"9068","ENSG00000148337","CIZ1",4916
"9069","ENSG00000148339","SLC25A25",4936
"9070","ENSG00000148341","SH3GLB2",6814
"9071","ENSG00000148343","MIGA2",6302
"9072","ENSG00000148344","PTGES",1896
"9073","ENSG00000148346","LCN2",1598
"9074","ENSG00000148356","LRSAM1",4365
"9076","ENSG00000148358","GPR107",9139
"9077","ENSG00000148362","PAXX",1367
"9079","ENSG00000148384","INPP5E",3394
"9081","ENSG00000148396","SEC16A",9975
"9082","ENSG00000148399","DPH7",4475
"9083","ENSG00000148400","NOTCH1",9880
"9085","ENSG00000148411","NACC2",7212
"9086","ENSG00000148426","PROSER2",3663
"9087","ENSG00000148429","USP6NL",14202
"9088","ENSG00000148444","COMMD3",3317
"9089","ENSG00000148450","MSRB2",2052
"9090","ENSG00000148459","PDSS1",1955
"9091","ENSG00000148468","FAM171A1",3955
"9092","ENSG00000148481","MINDY3",4094
"9094","ENSG00000148483","TMEM236",5464
"9095","ENSG00000148484","RSU1",4191
"9096","ENSG00000148488","ST8SIA6",2627
"9097","ENSG00000148498","PARD3",6513
"9099","ENSG00000148516","ZEB1",8650
"9101","ENSG00000148572","NRBF2",1901
"9103","ENSG00000148600","CDHR1",7633
"9106","ENSG00000148606","POLR3A",8917
"9107","ENSG00000148634","HERC4",15847
"9108","ENSG00000148655","LRMDA",6560
"9109","ENSG00000148660","CAMK2G",6780
"9111","ENSG00000148672","GLUD1",3519
"9113","ENSG00000148680","HTR7",3131
"9114","ENSG00000148688","RPP30",4653
"9115","ENSG00000148690","FRA10AC1",8142
"9116","ENSG00000148700","ADD3",6541
"9119","ENSG00000148719","DNAJB12",5649
"9120","ENSG00000148730","EIF4EBP2",7257
"9122","ENSG00000148735","PLEKHS1",5402
"9123","ENSG00000148737","TCF7L2",4935
"9124","ENSG00000148773","MKI67",12807
"9125","ENSG00000148795","CYP17A1",3386
"9127","ENSG00000148803","FUOM",1284
"9128","ENSG00000148814","LRRC27",9910
"9129","ENSG00000148824","MTG1",4095
"9131","ENSG00000148832","PAOX",2277
"9132","ENSG00000148834","GSTO1",1691
"9133","ENSG00000148835","TAF5",3268
"9134","ENSG00000148840","PPRC1",6095
"9135","ENSG00000148841","ITPRIP",7026
"9136","ENSG00000148842","CNNM2",16324
"9137","ENSG00000148843","PDCD11",7382
"9138","ENSG00000148848","ADAM12",9860
"9139","ENSG00000148908","RGS10",1252
"9140","ENSG00000148925","BTBD10",3495
"9141","ENSG00000148926","ADM",2718
"9142","ENSG00000148935","GAS2",3529
"9144","ENSG00000148943","LIN7C",4688
"9146","ENSG00000148950","IMMP1L",2854
"9148","ENSG00000148985","PGAP2",3781
"9149","ENSG00000149016","TUT1",4082
"9153","ENSG00000149054","ZNF215",4025
"9154","ENSG00000149084","HSD17B12",8600
"9155","ENSG00000149089","APIP",5337
"9157","ENSG00000149091","DGKZ",10787
"9158","ENSG00000149100","EIF3M",7428
"9159","ENSG00000149115","TNKS1BP1",7149
"9161","ENSG00000149131","SERPING1",3603
"9163","ENSG00000149136","SSRP1",6323
"9164","ENSG00000149150","SLC43A1",3532
"9165","ENSG00000149177","PTPRJ",9620
"9166","ENSG00000149179","C11orf49",6693
"9167","ENSG00000149182","ARFGAP2",5918
"9168","ENSG00000149187","CELF1",10441
"9169","ENSG00000149196","HIKESHI",3421
"9170","ENSG00000149201","CCDC81",4544
"9171","ENSG00000149212","SESN3",10353
"9172","ENSG00000149218","ENDOD1",4687
"9173","ENSG00000149231","CCDC82",6850
"9174","ENSG00000149243","KLHL35",5041
"9175","ENSG00000149256","TENM4",16332
"9176","ENSG00000149257","SERPINH1",4914
"9177","ENSG00000149260","CAPN5",6166
"9178","ENSG00000149262","INTS4",6074
"9179","ENSG00000149269","PAK1",6299
"9180","ENSG00000149273","RPS3",5894
"9181","ENSG00000149289","ZC3H12C",9719
"9182","ENSG00000149292","TTC12",5302
"9183","ENSG00000149294","NCAM1",12737
"9187","ENSG00000149308","NPAT",7534
"9188","ENSG00000149311","ATM",22317
"9189","ENSG00000149313","AASDHPPT",6183
"9190","ENSG00000149328","GLB1L2",7280
"9191","ENSG00000149346","SLX4IP",6492
"9192","ENSG00000149357","LAMTOR1",2778
"9193","ENSG00000149380","P4HA3",4009
"9194","ENSG00000149403","GRIK4",7459
"9195","ENSG00000149418","ST14",4350
"9196","ENSG00000149428","HYOU1",7694
"9198","ENSG00000149451","ADAM33",5834
"9200","ENSG00000149474","KAT14",4251
"9201","ENSG00000149476","TKFC",8215
"9202","ENSG00000149480","MTA2",4236
"9203","ENSG00000149483","TMEM138",6348
"9204","ENSG00000149485","FADS1",10230
"9205","ENSG00000149488","TMC2",4935
"9206","ENSG00000149489","ROM1",2495
"9207","ENSG00000149499","EML3",5490
"9208","ENSG00000149503","INCENP",4473
"9209","ENSG00000149506","ZP1",2436
"9211","ENSG00000149516","MS4A3",2095
"9212","ENSG00000149527","PLCH2",10781
"9213","ENSG00000149532","CPSF7",6036
"9214","ENSG00000149534","MS4A2",4453
"9215","ENSG00000149541","B3GAT3",2428
"9216","ENSG00000149547","EI24",3558
"9217","ENSG00000149548","CCDC15",4823
"9218","ENSG00000149554","CHEK1",6558
"9219","ENSG00000149557","FEZ1",5937
"9220","ENSG00000149557","STT3A-AS1",5937
"9221","ENSG00000149564","ESAM",2920
"9222","ENSG00000149571","KIRREL3",6599
"9223","ENSG00000149573","MPZL2",4753
"9225","ENSG00000149577","SIDT2",9061
"9226","ENSG00000149582","TMEM25",5529
"9227","ENSG00000149591","TAGLN",3917
"9230","ENSG00000149600","COMMD7",2584
"9231","ENSG00000149609","C20orf144",2442
"9233","ENSG00000149634","SPATA25",757
"9235","ENSG00000149636","DSN1",2739
"9236","ENSG00000149639","SOGA1",15128
"9237","ENSG00000149646","CNBD2",5005
"9240","ENSG00000149657","LSM14B",3381
"9241","ENSG00000149658","YTHDF1",3301
"9242","ENSG00000149679","CABLES2",3785
"9243","ENSG00000149716","LTO1",7872
"9246","ENSG00000149743","TRPT1",2210
"9247","ENSG00000149761","NUDT22",3721
"9248","ENSG00000149781","FERMT3",3066
"9249","ENSG00000149782","PLCB3",4964
"9250","ENSG00000149792","MRPL49",3080
"9251","ENSG00000149798","CDC42EP2",2224
"9252","ENSG00000149806","FAU",1846
"9253","ENSG00000149809","TM7SF2",3408
"9254","ENSG00000149823","VPS51",4878
"9255","ENSG00000149922","TBX6",3137
"9256","ENSG00000149923","PPP4C",2734
"9257","ENSG00000149925","ALDOA",6153
"9258","ENSG00000149926","TLCD3B",4920
"9259","ENSG00000149927","DOC2A",6426
"9260","ENSG00000149929","HIRIP3",3931
"9261","ENSG00000149930","TAOK2",9058
"9262","ENSG00000149932","TMEM219",2428
"9263","ENSG00000149948","HMGA2",15403
"9265","ENSG00000149970","CNKSR2",7160
"9267","ENSG00000150045","KLRF1",1260
"9268","ENSG00000150048","CLEC1A",3169
"9270","ENSG00000150054","MPP7",6167
"9271","ENSG00000150093","ITGB1",6011
"9278","ENSG00000150281","CTF1",1664
"9279","ENSG00000150316","CWC15",2758
"9280","ENSG00000150337","FCGR1A",2998
"9281","ENSG00000150347","ARID5B",8164
"9284","ENSG00000150401","DCUN1D2",4346
"9285","ENSG00000150403","TMCO3",10407
"9286","ENSG00000150433","TMEM218",5424
"9287","ENSG00000150455","TIRAP",3591
"9288","ENSG00000150456","EEF1AKMT1",1339
"9289","ENSG00000150457","LATS2",5578
"9290","ENSG00000150459","SAP18",3396
"9292","ENSG00000150477","KIAA1328",11127
"9293","ENSG00000150510","FAM124A",6702
"9294","ENSG00000150527","MIA2",7669
"9295","ENSG00000150540","HNMT",4756
"9297","ENSG00000150556","LYPD6B",3771
"9298","ENSG00000150593","PDCD4",4547
"9299","ENSG00000150594","ADRA2A",3745
"9300","ENSG00000150625","GPM6A",7040
"9301","ENSG00000150627","WDR17",7808
"9303","ENSG00000150630","VEGFC",2420
"9304","ENSG00000150636","CCDC102B",5807
"9305","ENSG00000150637","CD226",13638
"9306","ENSG00000150656","CNDP1",7177
"9307","ENSG00000150667","FSIP1",2951
"9308","ENSG00000150672","DLG2",16089
"9310","ENSG00000150681","RGS18",2806
"9311","ENSG00000150687","PRSS23",11725
"9312","ENSG00000150712","MTMR12",5545
"9315","ENSG00000150753","CCT5",5839
"9316","ENSG00000150756","ATPSCKMT",2462
"9317","ENSG00000150760","DOCK1",8142
"9318","ENSG00000150764","DIXDC1",8509
"9319","ENSG00000150768","DLAT",4831
"9321","ENSG00000150776","NKAPD1",5755
"9322","ENSG00000150779","TIMM8B",1166
"9323","ENSG00000150782","IL18",2628
"9324","ENSG00000150783","TEX12",1155
"9325","ENSG00000150787","PTS",3130
"9326","ENSG00000150867","PIP4K2A",5088
"9327","ENSG00000150873","C2orf50",2938
"9329","ENSG00000150907","FOXO1",5811
"9330","ENSG00000150938","CRIM1",7122
"9331","ENSG00000150961","SEC24D",9920
"9332","ENSG00000150967","ABCB9",13291
"9333","ENSG00000150977","RILPL2",6141
"9334","ENSG00000150990","DHX37",6618
"9335","ENSG00000150991","UBC",3898
"9336","ENSG00000150995","ITPR1",12895
"9337","ENSG00000151005","TKTL2",2654
"9338","ENSG00000151006","PRSS53",5501
"9339","ENSG00000151012","SLC7A11",9645
"9340","ENSG00000151014","NOCT",2504
"9341","ENSG00000151023","ENKUR",4076
"9344","ENSG00000151062","CACNA2D4",7639
"9345","ENSG00000151065","DCP1B",4609
"9346","ENSG00000151067","CACNA1C",19103
"9347","ENSG00000151067","CACNA1C-IT2",19103
"9349","ENSG00000151090","THRB",8709
"9350","ENSG00000151092","NGLY1",8326
"9351","ENSG00000151093","OXSM",2486
"9352","ENSG00000151116","UEVLD",5515
"9353","ENSG00000151117","TMEM86A",4243
"9354","ENSG00000151131","NOPCHAP1",1424
"9355","ENSG00000151135","TMEM263",4768
"9356","ENSG00000151136","BTBD11",7924
"9357","ENSG00000151148","UBE3B",12453
"9358","ENSG00000151150","ANK3",25614
"9359","ENSG00000151151","IPMK",6133
"9360","ENSG00000151164","RAD9B",3178
"9361","ENSG00000151176","PLBD2",5260
"9364","ENSG00000151229","SLC2A13",10027
"9365","ENSG00000151233","GXYLT1",7497
"9366","ENSG00000151239","TWF1",3932
"9367","ENSG00000151240","DIP2C",8608
"9368","ENSG00000151247","EIF4E",14067
"9369","ENSG00000151276","MAGI1",11649
"9370","ENSG00000151287","TEX30",2154
"9371","ENSG00000151292","CSNK1G3",5000
"9372","ENSG00000151304","SRFBP1",3111
"9373","ENSG00000151320","AKAP6",19748
"9375","ENSG00000151327","FAM177A1",8385
"9376","ENSG00000151327","LOC101927178",8385
"9377","ENSG00000151332","MBIP",3468
"9379","ENSG00000151348","EXT2",5286
"9380","ENSG00000151353","TMEM18",5044
"9384","ENSG00000151366","NDUFC2",2652
"9385","ENSG00000151376","ME3",3838
"9388","ENSG00000151413","NUBPL",7590
"9389","ENSG00000151414","NEK7",5485
"9391","ENSG00000151422","FER",13614
"9392","ENSG00000151445","VIPAS39",3695
"9393","ENSG00000151458","ANKRD50",8794
"9394","ENSG00000151461","UPF2",5906
"9395","ENSG00000151465","CDC123",2404
"9396","ENSG00000151466","SCLT1",8292
"9397","ENSG00000151468","CCDC3",3683
"9398","ENSG00000151470","C4orf33",7015
"9399","ENSG00000151474","FRMD4A",13328
"9401","ENSG00000151490","PTPRO",7519
"9402","ENSG00000151491","EPS8",6200
"9403","ENSG00000151498","ACAD8",7174
"9404","ENSG00000151500","THYN1",2119
"9405","ENSG00000151502","VPS26B",6483
"9406","ENSG00000151503","NCAPD3",9114
"9407","ENSG00000151532","VTI1A",8408
"9408","ENSG00000151552","QDPR",3059
"9409","ENSG00000151553","FHIP2A",6216
"9411","ENSG00000151575","TEX9",8290
"9412","ENSG00000151576","QTRT2",8054
"9413","ENSG00000151577","DRD3",2101
"9414","ENSG00000151611","MMAA",7677
"9415","ENSG00000151612","ZNF827",8433
"9418","ENSG00000151623","NR3C2",6607
"9419","ENSG00000151632","AKR1C2",6703
"9420","ENSG00000151640","DPYSL4",3176
"9421","ENSG00000151650","VENTX",2911
"9422","ENSG00000151651","ADAM8",4780
"9423","ENSG00000151655","ITIH2",3378
"9424","ENSG00000151657","KIN",6844
"9425","ENSG00000151665","PIGF",4978
"9426","ENSG00000151687","ANKAR",5758
"9427","ENSG00000151689","INPP1",3676
"9428","ENSG00000151690","MFSD6",6031
"9429","ENSG00000151692","RNF144A",6473
"9430","ENSG00000151693","ASAP2",7248
"9431","ENSG00000151694","ADAM17",5491
"9432","ENSG00000151702","FLI1",8172
"9433","ENSG00000151704","KCNJ1",4637
"9434","ENSG00000151715","TMEM45B",3027
"9435","ENSG00000151718","WWC2",9966
"9436","ENSG00000151725","CENPU",2953
"9437","ENSG00000151726","ACSL1",6284
"9438","ENSG00000151729","SLC25A4",4844
"9439","ENSG00000151743","AMN1",3195
"9440","ENSG00000151746","BICD1",12868
"9441","ENSG00000151748","SAV1",5630
"9442","ENSG00000151773","CCDC122",5403
"9443","ENSG00000151778","SERP2",1927
"9444","ENSG00000151779","NBAS",8948
"9445","ENSG00000151789","ZNF385D",10772
"9447","ENSG00000151806","GUF1",4454
"9448","ENSG00000151812","SLC35F4",4240
"9450","ENSG00000151835","SACS",15909
"9452","ENSG00000151846","PABPC3",3387
"9453","ENSG00000151849","CENPJ",5812
"9454","ENSG00000151876","FBXO4",3014
"9455","ENSG00000151881","TMEM267",3158
"9456","ENSG00000151882","CCL28",4524
"9457","ENSG00000151883","PARP8",10056
"9459","ENSG00000151893","CACUL1",12406
"9460","ENSG00000151914","DST",41429
"9461","ENSG00000151917","BEND6",5588
"9462","ENSG00000151923","TIAL1",7355
"9463","ENSG00000151929","BAG3",2747
"9464","ENSG00000151948","GLT1D1",3478
"9465","ENSG00000151952","TMEM132D",7094
"9468","ENSG00000151967","SCHIP1",7645
"9471","ENSG00000152056","AP1S3",4284
"9472","ENSG00000152061","RABGAP1L",13708
"9473","ENSG00000152076","CCDC74B",4487
"9474","ENSG00000152078","TLCD4",7402
"9475","ENSG00000152082","MZT2B",1815
"9476","ENSG00000152086","TUBA3E",1542
"9479","ENSG00000152102","FAM168B",5435
"9480","ENSG00000152104","PTPN14",18756
"9481","ENSG00000152117","SMPD4BP",3914
"9482","ENSG00000152127","MGAT5",8578
"9483","ENSG00000152128","TMEM163",6804
"9484","ENSG00000152133","GPATCH11",4040
"9486","ENSG00000152147","GEMIN6",4361
"9487","ENSG00000152154","TMEM178A",2470
"9488","ENSG00000152192","POU4F1",4547
"9489","ENSG00000152193","OBI1",3529
"9490","ENSG00000152207","CYSLTR2",5372
"9492","ENSG00000152213","ARL11",3826
"9494","ENSG00000152217","SETBP1",11151
"9495","ENSG00000152219","ARL14EP",5465
"9496","ENSG00000152223","EPG5",13675
"9497","ENSG00000152229","PSTPIP2",4120
"9498","ENSG00000152234","ATP5F1A",10908
"9499","ENSG00000152240","HAUS1",2165
"9500","ENSG00000152242","C18orf25",9576
"9503","ENSG00000152256","PDK1",14883
"9505","ENSG00000152270","PDE3B",11707
"9506","ENSG00000152284","TCF7L1",4414
"9507","ENSG00000152291","TGOLN2",7081
"9508","ENSG00000152292","SH2D6",3858
"9509","ENSG00000152315","KCNK13",2522
"9510","ENSG00000152332","UHMK1",9246
"9511","ENSG00000152348","ATG10",5449
"9512","ENSG00000152359","POC5",3448
"9513","ENSG00000152377","SPOCK1",6174
"9514","ENSG00000152380","FAM151B",3109
"9515","ENSG00000152382","TADA1",2963
"9517","ENSG00000152404","CWF19L2",3581
"9518","ENSG00000152409","JMY",9042
"9519","ENSG00000152413","HOMER1",6154
"9520","ENSG00000152422","XRCC4",2676
"9522","ENSG00000152433","ZNF547",3568
"9523","ENSG00000152439","ZNF773",8073
"9524","ENSG00000152443","ZNF776",5484
"9525","ENSG00000152454","ZNF256",2176
"9526","ENSG00000152455","SUV39H2",3565
"9527","ENSG00000152457","DCLRE1C",6326
"9529","ENSG00000152464","RPP38",1930
"9530","ENSG00000152465","NMT2",4700
"9532","ENSG00000152475","ZNF837",2076
"9533","ENSG00000152484","USP12",5195
"9534","ENSG00000152492","CCDC50",9202
"9535","ENSG00000152495","CAMK4",13910
"9536","ENSG00000152503","TRIM36",6113
"9537","ENSG00000152518","ZFP36L2",3696
"9538","ENSG00000152520","PAN3",6352
"9539","ENSG00000152527","PLEKHH2",9835
"9540","ENSG00000152556","PFKM",7284
"9541","ENSG00000152558","TMEM123",4647
"9542","ENSG00000152578","GRIA4",10083
"9543","ENSG00000152580","IGSF10",11727
"9544","ENSG00000152582","SPEF2",14887
"9545","ENSG00000152583","SPARCL1",3477
"9549","ENSG00000152601","MBNL1",9989
"9551","ENSG00000152620","NADK2",4885
"9552","ENSG00000152642","GPD1L",4802
"9556","ENSG00000152672","CLEC4F",2475
"9557","ENSG00000152683","SLC30A6",5410
"9558","ENSG00000152684","PELO",4349
"9559","ENSG00000152689","RASGRP3",11118
"9560","ENSG00000152700","SAR1B",10963
"9561","ENSG00000152705","CATSPER3",1581
"9562","ENSG00000152749","GPR180",8822
"9563","ENSG00000152760","DYNLT5",3100
"9564","ENSG00000152763","DNAI4",6704
"9565","ENSG00000152766","ANKRD22",1733
"9566","ENSG00000152767","FARP1",32419
"9567","ENSG00000152778","IFIT5",4015
"9569","ENSG00000152782","PANK1",7638
"9570","ENSG00000152784","PRDM8",4588
"9571","ENSG00000152785","BMP3",5734
"9572","ENSG00000152795","HNRNPDL",5476
"9573","ENSG00000152804","HHEX",2525
"9574","ENSG00000152818","UTRN",14604
"9576","ENSG00000152894","PTPRK",9000
"9577","ENSG00000152904","GGPS1",3809
"9579","ENSG00000152926","ZNF117",10691
"9580","ENSG00000152926","ERV3-1-ZNF117",10691
"9581","ENSG00000152931","PART1",9752
